group,title
"WBS: Фаза 2.2 Юг 4 ур.4.1.3.23 Устройство фундамента. Узел 4 ПК 90+78,0/ПК 32+78",2
АС/поз.371.1/Архитектурно-строительные решения,2
"АС/поз.158.2/Устройство свайного основания, монтаж металлоконструкций, АКЗ",2
АС/поз.345 Подстанция 35/10 кВ,2
АС/поз.339/Архитектурно-строительные решения,2
АС/поз.319.2/Устройство свайного основания (в т.ч. м/к и ж/б конструкции основания РВС),2
"АС/поз.2.18.1/АКЗ м/к, теплоизоляция.",2
АС/поз.311.4/Архитектурно-строительные решения,2
АС/поз.227/Устройство свайного основания,2
"АС/поз.207.2.1-207.2.5/Устройство св. основания, монтаж металлоконструкций, АКЗ, твердое покрытие",2
АС/С037/Архитектурно строительные-решения,2
АС.2/поз.228/Архитектурно-строительные решения,2
Автоматизация комплексная (Куст 29),2
"Автоматизация комплексная, 3-14 этап",2
ВЗ/поз.345/Блоки опорных изоляторов 10кВ и 35кВ (Подстанция 35/10 кВ),2
"WBS: Фаза 2.2 Юг 4 ур.4.1.3.3 Устройство надземного перехода П1 ПК 40+86,93 - ПК 41+10,65",2
ВЗ/поз.339/Монтаж технологического оборудования (Емкость дренажная V=40м3),2
В00.1-Воздух от ресиверов,2
АК/Автоматизация комплексная (АК1),2
Блок-бокс КТПБ,2
Блок контроля и управления (Куст 67),2
АКЗ,2
Бетонная площадка (поз.62),2
Бетонная площадка (поз.61),2
Бетонная площадка (поз.36),2
АОВ,2
АС (Архитектурно-строительные решения),2
Бетонная отмостка (поз.31),2
Бетонная отмостка (поз.29),2
"Архитектурно-строительные решения (Поз.1,2,11,12)",2
Архитектурно-строительные решения (АС) (поз.60),2
"АС.11/Устройство свайного основания, монтаж металлоконструкций, АКЗ",2
Архитектурно-строительные решения (АС),2
WBS: ОКС 8833 - Куст-152.3.2.1.9 Установка измерительная,2
ГД00.1 - газ от разделителя (ЭО),2
ГП/поз.12/Устройство площадки,2
КС-5.2- (АС) (Архитектурно-строительные решения),2
"WBS: ОКС 866 - Куст-7.9.4.9.6 Монтаж электрооборудования, молниезащиты и заземления. Узел № 1",2
Козырьки входные (поз.11),2
Канализация ниже отм.0+00 (поз.47),2
Канализация загрязненных стоков Г3,2
Канализация загрязненных стоков В3В2,2
Кабельные конструкции (ВХ2.Поз.3),2
Кабели и провода (поз.43),2
Кабели и провода (поз.15),2
"WBS: ОКС 866 - Куст-73.9.2.9.8 Строительные работы основания подстанции трансформаторной 10/0,4кВ, площадки электрооборудования ЭЦН",2
КС-5.1-АС (Архитектурно-строительные решения),2
ГП/поз.5.2.2/площадка,2
КС-47.8-АС (Архитектурно-строительные решения),2
КС-47.6-АС (Архитектурно-строительные решения),2
КС-47.4-АС (Архитектурно-строительные решения),2
КС-47.3-АС (Архитектурно-строительные решения),2
КС-47.2-АС (Архитектурно-строительные решения),2
КС-47.1-АС (Архитектурно-строительные решения),2
