object,group
"['Строительство ВЛ 10 кВ (Куст 5)', 'Электрическая воздушная линия 10 кВ на куст скважин (Куст 5) (Узел№48 - т.вр.К-138, т.вр К-138 - К-138)', 'Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ  (Куст 5) (Узел№48 - т.вр.К-138, т.вр К-138 - К-138)']",2
"['Обустройство куста скважин (Куст 47)', 'Подэтап 1 (Куст 47)', 'Строительные работы. Блок контроля и управления (Куст 47)']",2
"['Резервуар для воды V=50м3 (поз.62)', 'Архитектурно-строительные решения (поз.62)', 'Бетонная площадка (поз.62)']",2
"['Резервуар вертикальный стальной, V=400 м3 (поз.58.3)', 'Технология производства (поз.58.3)', 'Технология производства (ТХ) (поз.58.3)']",2
"['Строительство ВЛ 10 кВ (Куст 67)', 'Электрические воздушные линии 10кВ (Куст 136)', 'Монтажные работы.Электрическая воздушная линия ВЛ-10кВ (Куст 136)']",2
"['Строительство ВЛ 10 кВ (Куст 67)', 'Электрические воздушные линии 10кВ (Куст 80)', 'Монтажные работы.Электрическая воздушная линия ВЛ-10кВ (Куст 80)']",2
"['Резервуар вертикальный стальной, V=400 м3 (поз.58.2)', 'Технология производства (поз.58.2)', 'Технология производства (ТХ) (поз.58.2)']",2
"['ОКС 866 - Куст-37.9 Строительно-монтажные работы', 'ОКС 866 - Куст-37.9.2 Обустройство', 'WBS: ОКС 866 - Куст-37.9.2.16.2 Монтаж системы электрооогрева трубопроводов. Подэтап 2']",2
"['ОКС 866 - Куст-37.9 Строительно-монтажные работы', 'ОКС 866 - Куст-37.9.2 Обустройство', 'WBS: ОКС 866 - Куст-37 Монтаж системы электрооогрева трубопроводов. Подэтап 5']",2
"['4.3.1 Резервуар дизельного топлива (РВС-2000)', '4.11.2 Прожекторная мачта', 'АС/поз.4.11.2/Устройство свайного основания, монтаж металлоконструкций']",2
"['Строительство ВЛ 10 кВ (Куст 67)', 'Электрические воздушные линии 10кВ (Куст 93)', 'Строительные работы. Электрические воздушные линии 10кВ (Куст 93)']",2
"['Емкость для сбора трансформаторного масла V=63 м3 (поз.38.1)', 'Архитектурно-строительные решения (поз.38.1)', 'Монтаж металлоконструкций фундамента (поз.38.1)']",2
"['Обустройство куста скважин (Куст 47)', 'Подэтап 1 (Куст 47)', 'Строительные работы. Электрический подогреватель нефти (Куст 47)']",2
"['МЯ.Полигон ПиТБО.ВпСети2', 'ЭС', 'Прокладка кабеля']",2
"['Спутниковая антенна (поз.56)', 'Архитектурно-строительные решения (поз.56)', 'Устройство щебеночного основания (поз.56)']",2
"['МЯ.Полигон ПиТБО.ВпСети2', 'ЭС', 'ЭО']",2
"['Т.8 Наружные сети канализации. Площадка водозаборных сооружений', 'Т.11 КТП 10 кВ. Площадка предварительной очистки воды', 'Устройство ограждения техподполья (ВХ2.Поз.3)']",2
"['ОБП ВЖК.КИТСО поз.1.4', 'АС.ТТ', 'Система охранная телевизионная']",2
"['(Т.70) Блок дозирования химреагента', '(Т.201) Напорный нефтепровод ПСП-ГНПС №1 трубопроводной системы ""Заполярье-НПС ""Пур-Пе""', 'Архитектурно-строительные решения (АС)']",2
"['Обустройство кустовой площадки (Куст 72)', '1 подэтап (Куст 72)', 'Монтаж кабеля блока контроля и управления (Куст 72)']",2
"['Поз.336 КНС блочная БКНС-2', 'АС/поз.336/Архитектурно-строительные решения']",2
"['Обустройство кустовой площадки (Куст 71)', 'Электрообогрев (Куст 71)', 'Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 5 (Куст 71)']",2
"['Обустройство кустовой площадки (Куст 71)', 'Электрообогрев (Куст 71)', 'Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 4 (Куст 71)']",2
"['Обустройство кустовой площадки (Куст 71)', 'Электрообогрев (Куст 71)', 'Приобретение и монтаж системы электрооогрева трубопроводов.  Подэтап 3 (Куст 71)']",2
"['Т.8 Наружные сети канализации. Площадка водозаборных сооружений', 'Т.10 Емкость дренажная V=12.5 v3. Площадка предварительной очистки воды', 'Монтаж металлоконструкций (ВХ2.Поз.2)']",2
"['ОБП ВЖК.КИТСО поз.2.1', 'АС.ТТ', 'СОТ']",2
"['Т.8 Наружные сети канализации. Площадка водозаборных сооружений', 'Т.11 КТП 10 кВ. Площадка предварительной очистки воды', 'Кабельные конструкции (ВХ2.Поз.3)']",2
